# STEP   STRAN(1)    STRAN(2)    STRAN(3)   STRESS(1)   STRESS(2)   STRESS(1)    OMEGA(1)    OMEGA(2)    OMEGA(3)   fd0
  323  0.0000E+00  0.0000E+00  0.6460E-02  0.3590E+08  0.3590E+08  0.1314E+09  0.0000E+00  0.0000E+00  0.2528E+00  0.8353E-05
  324  0.0000E+00  0.0000E+00  0.6480E-02  0.3595E+08  0.3595E+08  0.1316E+09  0.0000E+00  0.0000E+00  0.2534E+00  0.8295E-05
  325  0.0000E+00  0.0000E+00  0.6500E-02  0.3600E+08  0.3600E+08  0.1317E+09  0.0000E+00  0.0000E+00  0.2540E+00  0.8237E-05
  326  0.0000E+00  0.0000E+00  0.6520E-02  0.3604E+08  0.3604E+08  0.1319E+09  0.0000E+00  0.0000E+00  0.2547E+00  0.8179E-05
  327  0.0000E+00  0.0000E+00  0.6540E-02  0.3609E+08  0.3609E+08  0.1321E+09  0.0000E+00  0.0000E+00  0.2553E+00  0.8122E-05
  328  0.0000E+00  0.0000E+00  0.6560E-02  0.3614E+08  0.3614E+08  0.1322E+09  0.0000E+00  0.0000E+00  0.2559E+00  0.8066E-05
  329  0.0000E+00  0.0000E+00  0.6580E-02  0.3618E+08  0.3618E+08  0.1324E+09  0.0000E+00  0.0000E+00  0.2566E+00  0.8010E-05
  330  0.0000E+00  0.0000E+00  0.6600E-02  0.3623E+08  0.3623E+08  0.1326E+09  0.0000E+00  0.0000E+00  0.2572E+00  0.7954E-05
  331  0.0000E+00  0.0000E+00  0.6620E-02  0.3628E+08  0.3628E+08  0.1327E+09  0.0000E+00  0.0000E+00  0.2578E+00  0.7899E-05
  332  0.0000E+00  0.0000E+00  0.6640E-02  0.3632E+08  0.3632E+08  0.1329E+09  0.0000E+00  0.0000E+00  0.2585E+00  0.7845E-05
  333  0.0000E+00  0.0000E+00  0.6660E-02  0.3637E+08  0.3637E+08  0.1330E+09  0.0000E+00  0.0000E+00  0.2591E+00  0.7791E-05
  334  0.0000E+00  0.0000E+00  0.6680E-02  0.3642E+08  0.3642E+08  0.1332E+09  0.0000E+00  0.0000E+00  0.2597E+00  0.7737E-05
  335  0.0000E+00  0.0000E+00  0.6700E-02  0.3646E+08  0.3646E+08  0.1334E+09  0.0000E+00  0.0000E+00  0.2603E+00  0.7684E-05
  336  0.0000E+00  0.0000E+00  0.6720E-02  0.3651E+08  0.3651E+08  0.1335E+09  0.0000E+00  0.0000E+00  0.2610E+00  0.7631E-05
  337  0.0000E+00  0.0000E+00  0.6740E-02  0.3655E+08  0.3655E+08  0.1337E+09  0.0000E+00  0.0000E+00  0.2616E+00  0.7580E-05
  338  0.0000E+00  0.0000E+00  0.6760E-02  0.3660E+08  0.3660E+08  0.1338E+09  0.0000E+00  0.0000E+00  0.2622E+00  0.7528E-05
  339  0.0000E+00  0.0000E+00  0.6780E-02  0.3665E+08  0.3665E+08  0.1340E+09  0.0000E+00  0.0000E+00  0.2628E+00  0.7477E-05
  340  0.0000E+00  0.0000E+00  0.6800E-02  0.3669E+08  0.3669E+08  0.1342E+09  0.0000E+00  0.0000E+00  0.2635E+00  0.7426E-05
  341  0.0000E+00  0.0000E+00  0.6820E-02  0.3674E+08  0.3674E+08  0.1343E+09  0.0000E+00  0.0000E+00  0.2641E+00  0.7376E-05
  342  0.0000E+00  0.0000E+00  0.6840E-02  0.3678E+08  0.3678E+08  0.1345E+09  0.0000E+00  0.0000E+00  0.2647E+00  0.7326E-05
  343  0.0000E+00  0.0000E+00  0.6860E-02  0.3683E+08  0.3683E+08  0.1346E+09  0.0000E+00  0.0000E+00  0.2653E+00  0.7276E-05
  344  0.0000E+00  0.0000E+00  0.6880E-02  0.3687E+08  0.3687E+08  0.1348E+09  0.0000E+00  0.0000E+00  0.2660E+00  0.7228E-05
  345  0.0000E+00  0.0000E+00  0.6900E-02  0.3692E+08  0.3692E+08  0.1350E+09  0.0000E+00  0.0000E+00  0.2666E+00  0.7179E-05
  346  0.0000E+00  0.0000E+00  0.6920E-02  0.3696E+08  0.3696E+08  0.1351E+09  0.0000E+00  0.0000E+00  0.2672E+00  0.7131E-05
  347  0.0000E+00  0.0000E+00  0.6940E-02  0.3701E+08  0.3701E+08  0.1353E+09  0.0000E+00  0.0000E+00  0.2678E+00  0.7083E-05
  348  0.0000E+00  0.0000E+00  0.6960E-02  0.3705E+08  0.3705E+08  0.1354E+09  0.0000E+00  0.0000E+00  0.2685E+00  0.7036E-05
  349  0.0000E+00  0.0000E+00  0.6980E-02  0.3710E+08  0.3710E+08  0.1356E+09  0.0000E+00  0.0000E+00  0.2691E+00  0.6989E-05
  350  0.0000E+00  0.0000E+00  0.7000E-02  0.3714E+08  0.3714E+08  0.1357E+09  0.0000E+00  0.0000E+00  0.2697E+00  0.6943E-05
  351  0.0000E+00  0.0000E+00  0.7020E-02  0.3719E+08  0.3719E+08  0.1359E+09  0.0000E+00  0.0000E+00  0.2703E+00  0.6897E-05
  352  0.0000E+00  0.0000E+00  0.7040E-02  0.3723E+08  0.3723E+08  0.1360E+09  0.0000E+00  0.0000E+00  0.2709E+00  0.6851E-05
  353  0.0000E+00  0.0000E+00  0.7060E-02  0.3728E+08  0.3728E+08  0.1362E+09  0.0000E+00  0.0000E+00  0.2716E+00  0.6806E-05
  354  0.0000E+00  0.0000E+00  0.7080E-02  0.3732E+08  0.3732E+08  0.1364E+09  0.0000E+00  0.0000E+00  0.2722E+00  0.6761E-05
  355  0.0000E+00  0.0000E+00  0.7100E-02  0.3737E+08  0.3737E+08  0.1365E+09  0.0000E+00  0.0000E+00  0.2728E+00  0.6717E-05
  356  0.0000E+00  0.0000E+00  0.7120E-02  0.3741E+08  0.3741E+08  0.1367E+09  0.0000E+00  0.0000E+00  0.2734E+00  0.6672E-05
  357  0.0000E+00  0.0000E+00  0.7140E-02  0.3746E+08  0.3746E+08  0.1368E+09  0.0000E+00  0.0000E+00  0.2740E+00  0.6629E-05
  358  0.0000E+00  0.0000E+00  0.7160E-02  0.3750E+08  0.3750E+08  0.1370E+09  0.0000E+00  0.0000E+00  0.2746E+00  0.6585E-05
  359  0.0000E+00  0.0000E+00  0.7180E-02  0.3754E+08  0.3754E+08  0.1371E+09  0.0000E+00  0.0000E+00  0.2752E+00  0.6542E-05
  360  0.0000E+00  0.0000E+00  0.7200E-02  0.3759E+08  0.3759E+08  0.1373E+09  0.0000E+00  0.0000E+00  0.2759E+00  0.6500E-05
  361  0.0000E+00  0.0000E+00  0.7220E-02  0.3763E+08  0.3763E+08  0.1374E+09  0.0000E+00  0.0000E+00  0.2765E+00  0.6458E-05
  362  0.0000E+00  0.0000E+00  0.7240E-02  0.3768E+08  0.3768E+08  0.1376E+09  0.0000E+00  0.0000E+00  0.2771E+00  0.6416E-05
  363  0.0000E+00  0.0000E+00  0.7260E-02  0.3772E+08  0.3772E+08  0.1377E+09  0.0000E+00  0.0000E+00  0.2777E+00  0.6374E-05
  364  0.0000E+00  0.0000E+00  0.7280E-02  0.3776E+08  0.3776E+08  0.1379E+09  0.0000E+00  0.0000E+00  0.2783E+00  0.6333E-05
  365  0.0000E+00  0.0000E+00  0.7300E-02  0.3781E+08  0.3781E+08  0.1380E+09  0.0000E+00  0.0000E+00  0.2789E+00  0.6292E-05
  366  0.0000E+00  0.0000E+00  0.7320E-02  0.3785E+08  0.3785E+08  0.1382E+09  0.0000E+00  0.0000E+00  0.2795E+00  0.6252E-05
  367  0.0000E+00  0.0000E+00  0.7340E-02  0.3789E+08  0.3789E+08  0.1383E+09  0.0000E+00  0.0000E+00  0.2801E+00  0.6211E-05
  368  0.0000E+00  0.0000E+00  0.7360E-02  0.3794E+08  0.3794E+08  0.1385E+09  0.0000E+00  0.0000E+00  0.2808E+00  0.6172E-05
  369  0.0000E+00  0.0000E+00  0.7380E-02  0.3798E+08  0.3798E+08  0.1386E+09  0.0000E+00  0.0000E+00  0.2814E+00  0.6132E-05
  370  0.0000E+00  0.0000E+00  0.7400E-02  0.3802E+08  0.3802E+08  0.1388E+09  0.0000E+00  0.0000E+00  0.2820E+00  0.6093E-05
  371  0.0000E+00  0.0000E+00  0.7420E-02  0.3807E+08  0.3807E+08  0.1389E+09  0.0000E+00  0.0000E+00  0.2826E+00  0.6054E-05
  372  0.0000E+00  0.0000E+00  0.7440E-02  0.3811E+08  0.3811E+08  0.1391E+09  0.0000E+00  0.0000E+00  0.2832E+00  0.6016E-05
  373  0.0000E+00  0.0000E+00  0.7460E-02  0.3815E+08  0.3815E+08  0.1392E+09  0.0000E+00  0.0000E+00  0.2838E+00  0.5977E-05
  374  0.0000E+00  0.0000E+00  0.7480E-02  0.3820E+08  0.3820E+08  0.1394E+09  0.0000E+00  0.0000E+00  0.2844E+00  0.5940E-05
  375  0.0000E+00  0.0000E+00  0.7500E-02  0.3824E+08  0.3824E+08  0.1395E+09  0.0000E+00  0.0000E+00  0.2850E+00  0.5902E-05
  376  0.0000E+00  0.0000E+00  0.7520E-02  0.3828E+08  0.3828E+08  0.1397E+09  0.0000E+00  0.0000E+00  0.2856E+00  0.5865E-05
  377  0.0000E+00  0.0000E+00  0.7540E-02  0.3832E+08  0.3832E+08  0.1398E+09  0.0000E+00  0.0000E+00  0.2862E+00  0.5828E-05
  378  0.0000E+00  0.0000E+00  0.7560E-02  0.3837E+08  0.3837E+08  0.1400E+09  0.0000E+00  0.0000E+00  0.2868E+00  0.5791E-05
  379  0.0000E+00  0.0000E+00  0.7580E-02  0.3841E+08  0.3841E+08  0.1401E+09  0.0000E+00  0.0000E+00  0.2874E+00  0.5755E-05
  380  0.0000E+00  0.0000E+00  0.7600E-02  0.3845E+08  0.3845E+08  0.1403E+09  0.0000E+00  0.0000E+00  0.2880E+00  0.5719E-05
  381  0.0000E+00  0.0000E+00  0.7620E-02  0.3849E+08  0.3849E+08  0.1404E+09  0.0000E+00  0.0000E+00  0.2886E+00  0.5683E-05
  382  0.0000E+00  0.0000E+00  0.7640E-02  0.3854E+08  0.3854E+08  0.1406E+09  0.0000E+00  0.0000E+00  0.2892E+00  0.5648E-05
  383  0.0000E+00  0.0000E+00  0.7660E-02  0.3858E+08  0.3858E+08  0.1407E+09  0.0000E+00  0.0000E+00  0.2898E+00  0.5612E-05
  384  0.0000E+00  0.0000E+00  0.7680E-02  0.3862E+08  0.3862E+08  0.1409E+09  0.0000E+00  0.0000E+00  0.2904E+00  0.5578E-05
  385  0.0000E+00  0.0000E+00  0.7700E-02  0.3866E+08  0.3866E+08  0.1410E+09  0.0000E+00  0.0000E+00  0.2910E+00  0.5543E-05
  386  0.0000E+00  0.0000E+00  0.7720E-02  0.3871E+08  0.3871E+08  0.1412E+09  0.0000E+00  0.0000E+00  0.2916E+00  0.5509E-05
  387  0.0000E+00  0.0000E+00  0.7740E-02  0.3875E+08  0.3875E+08  0.1413E+09  0.0000E+00  0.0000E+00  0.2922E+00  0.5475E-05
  388  0.0000E+00  0.0000E+00  0.7760E-02  0.3879E+08  0.3879E+08  0.1414E+09  0.0000E+00  0.0000E+00  0.2928E+00  0.5441E-05
  389  0.0000E+00  0.0000E+00  0.7780E-02  0.3883E+08  0.3883E+08  0.1416E+09  0.0000E+00  0.0000E+00  0.2934E+00  0.5407E-05
  390  0.0000E+00  0.0000E+00  0.7800E-02  0.3887E+08  0.3887E+08  0.1417E+09  0.0000E+00  0.0000E+00  0.2940E+00  0.5374E-05
  391  0.0000E+00  0.0000E+00  0.7820E-02  0.3891E+08  0.3891E+08  0.1419E+09  0.0000E+00  0.0000E+00  0.2946E+00  0.5341E-05
  392  0.0000E+00  0.0000E+00  0.7840E-02  0.3896E+08  0.3896E+08  0.1420E+09  0.0000E+00  0.0000E+00  0.2952E+00  0.5309E-05
  393  0.0000E+00  0.0000E+00  0.7860E-02  0.3900E+08  0.3900E+08  0.1422E+09  0.0000E+00  0.0000E+00  0.2958E+00  0.5276E-05
  394  0.0000E+00  0.0000E+00  0.7880E-02  0.3904E+08  0.3904E+08  0.1423E+09  0.0000E+00  0.0000E+00  0.2964E+00  0.5244E-05
  395  0.0000E+00  0.0000E+00  0.7900E-02  0.3908E+08  0.3908E+08  0.1425E+09  0.0000E+00  0.0000E+00  0.2970E+00  0.5212E-05
  396  0.0000E+00  0.0000E+00  0.7920E-02  0.3912E+08  0.3912E+08  0.1426E+09  0.0000E+00  0.0000E+00  0.2976E+00  0.5180E-05
  397  0.0000E+00  0.0000E+00  0.7940E-02  0.3916E+08  0.3916E+08  0.1427E+09  0.0000E+00  0.0000E+00  0.2982E+00  0.5149E-05
  398  0.0000E+00  0.0000E+00  0.7960E-02  0.3920E+08  0.3920E+08  0.1429E+09  0.0000E+00  0.0000E+00  0.2988E+00  0.5118E-05
  399  0.0000E+00  0.0000E+00  0.7980E-02  0.3925E+08  0.3925E+08  0.1430E+09  0.0000E+00  0.0000E+00  0.2994E+00  0.5087E-05
  400  0.0000E+00  0.0000E+00  0.8000E-02  0.3929E+08  0.3929E+08  0.1432E+09  0.0000E+00  0.0000E+00  0.3000E+00  0.5056E-05
  401  0.0000E+00  0.0000E+00  0.8020E-02  0.3933E+08  0.3933E+08  0.1433E+09  0.0000E+00  0.0000E+00  0.3006E+00  0.5026E-05
  402  0.0000E+00  0.0000E+00  0.8040E-02  0.3937E+08  0.3937E+08  0.1434E+09  0.0000E+00  0.0000E+00  0.3012E+00  0.4996E-05
  403  0.0000E+00  0.0000E+00  0.8060E-02  0.3941E+08  0.3941E+08  0.1436E+09  0.0000E+00  0.0000E+00  0.3018E+00  0.4966E-05
  404  0.0000E+00  0.0000E+00  0.8080E-02  0.3945E+08  0.3945E+08  0.1437E+09  0.0000E+00  0.0000E+00  0.3024E+00  0.4936E-05
  405  0.0000E+00  0.0000E+00  0.8100E-02  0.3949E+08  0.3949E+08  0.1439E+09  0.0000E+00  0.0000E+00  0.3030E+00  0.4906E-05
  406  0.0000E+00  0.0000E+00  0.8120E-02  0.3953E+08  0.3953E+08  0.1440E+09  0.0000E+00  0.0000E+00  0.3036E+00  0.4877E-05
  407  0.0000E+00  0.0000E+00  0.8140E-02  0.3957E+08  0.3957E+08  0.1442E+09  0.0000E+00  0.0000E+00  0.3042E+00  0.4848E-05
  408  0.0000E+00  0.0000E+00  0.8160E-02  0.3961E+08  0.3961E+08  0.1443E+09  0.0000E+00  0.0000E+00  0.3047E+00  0.4819E-05
  409  0.0000E+00  0.0000E+00  0.8180E-02  0.3965E+08  0.3965E+08  0.1444E+09  0.0000E+00  0.0000E+00  0.3053E+00  0.4791E-05
  410  0.0000E+00  0.0000E+00  0.8200E-02  0.3969E+08  0.3969E+08  0.1446E+09  0.0000E+00  0.0000E+00  0.3059E+00  0.4763E-05
  411  0.0000E+00  0.0000E+00  0.8220E-02  0.3973E+08  0.3973E+08  0.1447E+09  0.0000E+00  0.0000E+00  0.3065E+00  0.4734E-05
  412  0.0000E+00  0.0000E+00  0.8240E-02  0.3977E+08  0.3977E+08  0.1448E+09  0.0000E+00  0.0000E+00  0.3071E+00  0.4707E-05
  413  0.0000E+00  0.0000E+00  0.8260E-02  0.3981E+08  0.3981E+08  0.1450E+09  0.0000E+00  0.0000E+00  0.3077E+00  0.4678E-05
  414  0.0000E+00  0.0000E+00  0.8280E-02  0.3985E+08  0.3985E+08  0.1451E+09  0.0000E+00  0.0000E+00  0.3083E+00  0.4651E-05
  415  0.0000E+00  0.0000E+00  0.8300E-02  0.3989E+08  0.3989E+08  0.1453E+09  0.0000E+00  0.0000E+00  0.3089E+00  0.4624E-05
  416  0.0000E+00  0.0000E+00  0.8320E-02  0.3993E+08  0.3993E+08  0.1454E+09  0.0000E+00  0.0000E+00  0.3094E+00  0.4597E-05
  417  0.0000E+00  0.0000E+00  0.8340E-02  0.3997E+08  0.3997E+08  0.1455E+09  0.0000E+00  0.0000E+00  0.3100E+00  0.4570E-05
  418  0.0000E+00  0.0000E+00  0.8360E-02  0.4001E+08  0.4001E+08  0.1457E+09  0.0000E+00  0.0000E+00  0.3106E+00  0.4544E-05
  419  0.0000E+00  0.0000E+00  0.8380E-02  0.4005E+08  0.4005E+08  0.1458E+09  0.0000E+00  0.0000E+00  0.3112E+00  0.4517E-05
  420  0.0000E+00  0.0000E+00  0.8400E-02  0.4009E+08  0.4009E+08  0.1459E+09  0.0000E+00  0.0000E+00  0.3118E+00  0.4490E-05
  421  0.0000E+00  0.0000E+00  0.8420E-02  0.4013E+08  0.4013E+08  0.1461E+09  0.0000E+00  0.0000E+00  0.3124E+00  0.4465E-05
  422  0.0000E+00  0.0000E+00  0.8440E-02  0.4017E+08  0.4017E+08  0.1462E+09  0.0000E+00  0.0000E+00  0.3130E+00  0.4439E-05
  423  0.0000E+00  0.0000E+00  0.8460E-02  0.4021E+08  0.4021E+08  0.1464E+09  0.0000E+00  0.0000E+00  0.3135E+00  0.4413E-05
  424  0.0000E+00  0.0000E+00  0.8480E-02  0.4025E+08  0.4025E+08  0.1465E+09  0.0000E+00  0.0000E+00  0.3141E+00  0.4388E-05
  425  0.0000E+00  0.0000E+00  0.8500E-02  0.4029E+08  0.4029E+08  0.1466E+09  0.0000E+00  0.0000E+00  0.3147E+00  0.4362E-05
  426  0.0000E+00  0.0000E+00  0.8520E-02  0.4033E+08  0.4033E+08  0.1468E+09  0.0000E+00  0.0000E+00  0.3153E+00  0.4337E-05
  427  0.0000E+00  0.0000E+00  0.8540E-02  0.4037E+08  0.4037E+08  0.1469E+09  0.0000E+00  0.0000E+00  0.3159E+00  0.4312E-05
  428  0.0000E+00  0.0000E+00  0.8560E-02  0.4041E+08  0.4041E+08  0.1470E+09  0.0000E+00  0.0000E+00  0.3164E+00  0.4288E-05
  429  0.0000E+00  0.0000E+00  0.8580E-02  0.4045E+08  0.4045E+08  0.1472E+09  0.0000E+00  0.0000E+00  0.3170E+00  0.4263E-05
  430  0.0000E+00  0.0000E+00  0.8600E-02  0.4049E+08  0.4049E+08  0.1473E+09  0.0000E+00  0.0000E+00  0.3176E+00  0.4239E-05
  431  0.0000E+00  0.0000E+00  0.8620E-02  0.4053E+08  0.4053E+08  0.1474E+09  0.0000E+00  0.0000E+00  0.3182E+00  0.4215E-05
  432  0.0000E+00  0.0000E+00  0.8640E-02  0.4057E+08  0.4057E+08  0.1476E+09  0.0000E+00  0.0000E+00  0.3188E+00  0.4191E-05
  433  0.0000E+00  0.0000E+00  0.8660E-02  0.4060E+08  0.4060E+08  0.1477E+09  0.0000E+00  0.0000E+00  0.3193E+00  0.4167E-05
  434  0.0000E+00  0.0000E+00  0.8680E-02  0.4064E+08  0.4064E+08  0.1478E+09  0.0000E+00  0.0000E+00  0.3199E+00  0.4143E-05
  435  0.0000E+00  0.0000E+00  0.8700E-02  0.4068E+08  0.4068E+08  0.1480E+09  0.0000E+00  0.0000E+00  0.3205E+00  0.4120E-05
  436  0.0000E+00  0.0000E+00  0.8720E-02  0.4072E+08  0.4072E+08  0.1481E+09  0.0000E+00  0.0000E+00  0.3211E+00  0.4097E-05
  437  0.0000E+00  0.0000E+00  0.8740E-02  0.4076E+08  0.4076E+08  0.1482E+09  0.0000E+00  0.0000E+00  0.3217E+00  0.4073E-05
  438  0.0000E+00  0.0000E+00  0.8760E-02  0.4080E+08  0.4080E+08  0.1484E+09  0.0000E+00  0.0000E+00  0.3222E+00  0.4051E-05
  439  0.0000E+00  0.0000E+00  0.8780E-02  0.4084E+08  0.4084E+08  0.1485E+09  0.0000E+00  0.0000E+00  0.3228E+00  0.4028E-05
  440  0.0000E+00  0.0000E+00  0.8800E-02  0.4087E+08  0.4087E+08  0.1486E+09  0.0000E+00  0.0000E+00  0.3234E+00  0.4005E-05
  441  0.0000E+00  0.0000E+00  0.8820E-02  0.4091E+08  0.4091E+08  0.1488E+09  0.0000E+00  0.0000E+00  0.3240E+00  0.3983E-05
  442  0.0000E+00  0.0000E+00  0.8840E-02  0.4095E+08  0.4095E+08  0.1489E+09  0.0000E+00  0.0000E+00  0.3245E+00  0.3961E-05
  443  0.0000E+00  0.0000E+00  0.8860E-02  0.4099E+08  0.4099E+08  0.1490E+09  0.0000E+00  0.0000E+00  0.3251E+00  0.3939E-05
  444  0.0000E+00  0.0000E+00  0.8880E-02  0.4103E+08  0.4103E+08  0.1492E+09  0.0000E+00  0.0000E+00  0.3257E+00  0.3916E-05
  445  0.0000E+00  0.0000E+00  0.8900E-02  0.4107E+08  0.4107E+08  0.1493E+09  0.0000E+00  0.0000E+00  0.3263E+00  0.3895E-05
  446  0.0000E+00  0.0000E+00  0.8920E-02  0.4110E+08  0.4110E+08  0.1494E+09  0.0000E+00  0.0000E+00  0.3268E+00  0.3873E-05
  447  0.0000E+00  0.0000E+00  0.8940E-02  0.4114E+08  0.4114E+08  0.1496E+09  0.0000E+00  0.0000E+00  0.3274E+00  0.3852E-05
  448  0.0000E+00  0.0000E+00  0.8960E-02  0.4118E+08  0.4118E+08  0.1497E+09  0.0000E+00  0.0000E+00  0.3280E+00  0.3830E-05
  449  0.0000E+00  0.0000E+00  0.8980E-02  0.4122E+08  0.4122E+08  0.1498E+09  0.0000E+00  0.0000E+00  0.3286E+00  0.3809E-05
  450  0.0000E+00  0.0000E+00  0.9000E-02  0.4126E+08  0.4126E+08  0.1500E+09  0.0000E+00  0.0000E+00  0.3291E+00  0.3788E-05
  451  0.0000E+00  0.0000E+00  0.9020E-02  0.4129E+08  0.4129E+08  0.1501E+09  0.0000E+00  0.0000E+00  0.3297E+00  0.3768E-05
  452  0.0000E+00  0.0000E+00  0.9040E-02  0.4133E+08  0.4133E+08  0.1502E+09  0.0000E+00  0.0000E+00  0.3303E+00  0.3747E-05
  453  0.0000E+00  0.0000E+00  0.9060E-02  0.4137E+08  0.4137E+08  0.1503E+09  0.0000E+00  0.0000E+00  0.3308E+00  0.3726E-05
  454  0.0000E+00  0.0000E+00  0.9080E-02  0.4141E+08  0.4141E+08  0.1505E+09  0.0000E+00  0.0000E+00  0.3314E+00  0.3706E-05
  455  0.0000E+00  0.0000E+00  0.9100E-02  0.4145E+08  0.4145E+08  0.1506E+09  0.0000E+00  0.0000E+00  0.3320E+00  0.3685E-05
  456  0.0000E+00  0.0000E+00  0.9120E-02  0.4148E+08  0.4148E+08  0.1507E+09  0.0000E+00  0.0000E+00  0.3325E+00  0.3665E-05
  457  0.0000E+00  0.0000E+00  0.9140E-02  0.4152E+08  0.4152E+08  0.1509E+09  0.0000E+00  0.0000E+00  0.3331E+00  0.3645E-05
  458  0.0000E+00  0.0000E+00  0.9160E-02  0.4156E+08  0.4156E+08  0.1510E+09  0.0000E+00  0.0000E+00  0.3337E+00  0.3626E-05
  459  0.0000E+00  0.0000E+00  0.9180E-02  0.4160E+08  0.4160E+08  0.1511E+09  0.0000E+00  0.0000E+00  0.3342E+00  0.3606E-05
  460  0.0000E+00  0.0000E+00  0.9200E-02  0.4163E+08  0.4163E+08  0.1512E+09  0.0000E+00  0.0000E+00  0.3348E+00  0.3586E-05
  461  0.0000E+00  0.0000E+00  0.9220E-02  0.4167E+08  0.4167E+08  0.1514E+09  0.0000E+00  0.0000E+00  0.3354E+00  0.3567E-05
  462  0.0000E+00  0.0000E+00  0.9240E-02  0.4171E+08  0.4171E+08  0.1515E+09  0.0000E+00  0.0000E+00  0.3360E+00  0.3548E-05
  463  0.0000E+00  0.0000E+00  0.9260E-02  0.4175E+08  0.4175E+08  0.1516E+09  0.0000E+00  0.0000E+00  0.3365E+00  0.3528E-05
  464  0.0000E+00  0.0000E+00  0.9280E-02  0.4178E+08  0.4178E+08  0.1518E+09  0.0000E+00  0.0000E+00  0.3371E+00  0.3510E-05
  465  0.0000E+00  0.0000E+00  0.9300E-02  0.4182E+08  0.4182E+08  0.1519E+09  0.0000E+00  0.0000E+00  0.3377E+00  0.3491E-05
  466  0.0000E+00  0.0000E+00  0.9320E-02  0.4186E+08  0.4186E+08  0.1520E+09  0.0000E+00  0.0000E+00  0.3382E+00  0.3472E-05
  467  0.0000E+00  0.0000E+00  0.9340E-02  0.4189E+08  0.4189E+08  0.1521E+09  0.0000E+00  0.0000E+00  0.3388E+00  0.3453E-05
  468  0.0000E+00  0.0000E+00  0.9360E-02  0.4193E+08  0.4193E+08  0.1523E+09  0.0000E+00  0.0000E+00  0.3393E+00  0.3435E-05
  469  0.0000E+00  0.0000E+00  0.9380E-02  0.4197E+08  0.4197E+08  0.1524E+09  0.0000E+00  0.0000E+00  0.3399E+00  0.3416E-05
  470  0.0000E+00  0.0000E+00  0.9400E-02  0.4200E+08  0.4200E+08  0.1525E+09  0.0000E+00  0.0000E+00  0.3405E+00  0.3398E-05
  471  0.0000E+00  0.0000E+00  0.9420E-02  0.4204E+08  0.4204E+08  0.1526E+09  0.0000E+00  0.0000E+00  0.3410E+00  0.3380E-05
  472  0.0000E+00  0.0000E+00  0.9440E-02  0.4208E+08  0.4208E+08  0.1528E+09  0.0000E+00  0.0000E+00  0.3416E+00  0.3362E-05
  473  0.0000E+00  0.0000E+00  0.9460E-02  0.4211E+08  0.4211E+08  0.1529E+09  0.0000E+00  0.0000E+00  0.3422E+00  0.3345E-05
  474  0.0000E+00  0.0000E+00  0.9480E-02  0.4215E+08  0.4215E+08  0.1530E+09  0.0000E+00  0.0000E+00  0.3427E+00  0.3327E-05
  475  0.0000E+00  0.0000E+00  0.9500E-02  0.4219E+08  0.4219E+08  0.1531E+09  0.0000E+00  0.0000E+00  0.3433E+00  0.3309E-05
  476  0.0000E+00  0.0000E+00  0.9520E-02  0.4222E+08  0.4222E+08  0.1533E+09  0.0000E+00  0.0000E+00  0.3438E+00  0.3292E-05
  477  0.0000E+00  0.0000E+00  0.9540E-02  0.4226E+08  0.4226E+08  0.1534E+09  0.0000E+00  0.0000E+00  0.3444E+00  0.3274E-05
  478  0.0000E+00  0.0000E+00  0.9560E-02  0.4230E+08  0.4230E+08  0.1535E+09  0.0000E+00  0.0000E+00  0.3450E+00  0.3257E-05
  479  0.0000E+00  0.0000E+00  0.9580E-02  0.4233E+08  0.4233E+08  0.1536E+09  0.0000E+00  0.0000E+00  0.3455E+00  0.3240E-05
  480  0.0000E+00  0.0000E+00  0.9600E-02  0.4237E+08  0.4237E+08  0.1538E+09  0.0000E+00  0.0000E+00  0.3461E+00  0.3223E-05
  481  0.0000E+00  0.0000E+00  0.9620E-02  0.4241E+08  0.4241E+08  0.1539E+09  0.0000E+00  0.0000E+00  0.3466E+00  0.3206E-05
  482  0.0000E+00  0.0000E+00  0.9640E-02  0.4244E+08  0.4244E+08  0.1540E+09  0.0000E+00  0.0000E+00  0.3472E+00  0.3190E-05
  483  0.0000E+00  0.0000E+00  0.9660E-02  0.4248E+08  0.4248E+08  0.1541E+09  0.0000E+00  0.0000E+00  0.3478E+00  0.3173E-05
  484  0.0000E+00  0.0000E+00  0.9680E-02  0.4252E+08  0.4252E+08  0.1543E+09  0.0000E+00  0.0000E+00  0.3483E+00  0.3156E-05
  485  0.0000E+00  0.0000E+00  0.9700E-02  0.4255E+08  0.4255E+08  0.1544E+09  0.0000E+00  0.0000E+00  0.3489E+00  0.3140E-05
  486  0.0000E+00  0.0000E+00  0.9720E-02  0.4259E+08  0.4259E+08  0.1545E+09  0.0000E+00  0.0000E+00  0.3494E+00  0.3124E-05
  487  0.0000E+00  0.0000E+00  0.9740E-02  0.4262E+08  0.4262E+08  0.1546E+09  0.0000E+00  0.0000E+00  0.3500E+00  0.3107E-05
  488  0.0000E+00  0.0000E+00  0.9760E-02  0.4266E+08  0.4266E+08  0.1548E+09  0.0000E+00  0.0000E+00  0.3506E+00  0.3092E-05
  489  0.0000E+00  0.0000E+00  0.9780E-02  0.4270E+08  0.4270E+08  0.1549E+09  0.0000E+00  0.0000E+00  0.3511E+00  0.3075E-05
