# STEP   STRAN(1)    STRAN(2)    STRAN(3)   STRESS(1)   STRESS(2)   STRESS(1)    OMEGA(1)    OMEGA(2)    OMEGA(3)   fd0
  824  0.0000E+00  0.0000E+00  0.1648E-01  0.5275E+08  0.5275E+08  0.1887E+09  0.0000E+00  0.0000E+00  0.5213E+00  0.7702E-06
  825  0.0000E+00  0.0000E+00  0.1650E-01  0.5277E+08  0.5277E+08  0.1888E+09  0.0000E+00  0.0000E+00  0.5217E+00  0.7679E-06
  826  0.0000E+00  0.0000E+00  0.1652E-01  0.5280E+08  0.5280E+08  0.1889E+09  0.0000E+00  0.0000E+00  0.5222E+00  0.7648E-06
  827  0.0000E+00  0.0000E+00  0.1654E-01  0.5282E+08  0.5282E+08  0.1890E+09  0.0000E+00  0.0000E+00  0.5227E+00  0.7630E-06
  828  0.0000E+00  0.0000E+00  0.1656E-01  0.5285E+08  0.5285E+08  0.1891E+09  0.0000E+00  0.0000E+00  0.5231E+00  0.7600E-06
  829  0.0000E+00  0.0000E+00  0.1658E-01  0.5288E+08  0.5288E+08  0.1892E+09  0.0000E+00  0.0000E+00  0.5236E+00  0.7572E-06
  830  0.0000E+00  0.0000E+00  0.1660E-01  0.5290E+08  0.5290E+08  0.1892E+09  0.0000E+00  0.0000E+00  0.5241E+00  0.7551E-06
  831  0.0000E+00  0.0000E+00  0.1662E-01  0.5293E+08  0.5293E+08  0.1893E+09  0.0000E+00  0.0000E+00  0.5245E+00  0.7525E-06
  832  0.0000E+00  0.0000E+00  0.1664E-01  0.5295E+08  0.5295E+08  0.1894E+09  0.0000E+00  0.0000E+00  0.5250E+00  0.7497E-06
  833  0.0000E+00  0.0000E+00  0.1666E-01  0.5298E+08  0.5298E+08  0.1895E+09  0.0000E+00  0.0000E+00  0.5255E+00  0.7476E-06
  834  0.0000E+00  0.0000E+00  0.1668E-01  0.5300E+08  0.5300E+08  0.1896E+09  0.0000E+00  0.0000E+00  0.5259E+00  0.7448E-06
  835  0.0000E+00  0.0000E+00  0.1670E-01  0.5303E+08  0.5303E+08  0.1897E+09  0.0000E+00  0.0000E+00  0.5264E+00  0.7425E-06
  836  0.0000E+00  0.0000E+00  0.1672E-01  0.5305E+08  0.5305E+08  0.1898E+09  0.0000E+00  0.0000E+00  0.5269E+00  0.7402E-06
  837  0.0000E+00  0.0000E+00  0.1674E-01  0.5308E+08  0.5308E+08  0.1898E+09  0.0000E+00  0.0000E+00  0.5273E+00  0.7381E-06
  838  0.0000E+00  0.0000E+00  0.1676E-01  0.5310E+08  0.5310E+08  0.1899E+09  0.0000E+00  0.0000E+00  0.5278E+00  0.7357E-06
  839  0.0000E+00  0.0000E+00  0.1678E-01  0.5313E+08  0.5313E+08  0.1900E+09  0.0000E+00  0.0000E+00  0.5283E+00  0.7325E-06
  840  0.0000E+00  0.0000E+00  0.1680E-01  0.5315E+08  0.5315E+08  0.1901E+09  0.0000E+00  0.0000E+00  0.5287E+00  0.7302E-06
  841  0.0000E+00  0.0000E+00  0.1682E-01  0.5318E+08  0.5318E+08  0.1902E+09  0.0000E+00  0.0000E+00  0.5292E+00  0.7281E-06
  842  0.0000E+00  0.0000E+00  0.1684E-01  0.5321E+08  0.5321E+08  0.1903E+09  0.0000E+00  0.0000E+00  0.5297E+00  0.7255E-06
  843  0.0000E+00  0.0000E+00  0.1686E-01  0.5323E+08  0.5323E+08  0.1903E+09  0.0000E+00  0.0000E+00  0.5301E+00  0.7229E-06
  844  0.0000E+00  0.0000E+00  0.1688E-01  0.5326E+08  0.5326E+08  0.1904E+09  0.0000E+00  0.0000E+00  0.5306E+00  0.7206E-06
  845  0.0000E+00  0.0000E+00  0.1690E-01  0.5328E+08  0.5328E+08  0.1905E+09  0.0000E+00  0.0000E+00  0.5311E+00  0.7192E-06
  846  0.0000E+00  0.0000E+00  0.1692E-01  0.5331E+08  0.5331E+08  0.1906E+09  0.0000E+00  0.0000E+00  0.5315E+00  0.7160E-06
  847  0.0000E+00  0.0000E+00  0.1694E-01  0.5333E+08  0.5333E+08  0.1907E+09  0.0000E+00  0.0000E+00  0.5320E+00  0.7141E-06
  848  0.0000E+00  0.0000E+00  0.1696E-01  0.5336E+08  0.5336E+08  0.1908E+09  0.0000E+00  0.0000E+00  0.5325E+00  0.7113E-06
  849  0.0000E+00  0.0000E+00  0.1698E-01  0.5338E+08  0.5338E+08  0.1908E+09  0.0000E+00  0.0000E+00  0.5329E+00  0.7094E-06
  850  0.0000E+00  0.0000E+00  0.1700E-01  0.5341E+08  0.5341E+08  0.1909E+09  0.0000E+00  0.0000E+00  0.5334E+00  0.7073E-06
  851  0.0000E+00  0.0000E+00  0.1702E-01  0.5343E+08  0.5343E+08  0.1910E+09  0.0000E+00  0.0000E+00  0.5339E+00  0.7043E-06
  852  0.0000E+00  0.0000E+00  0.1704E-01  0.5346E+08  0.5346E+08  0.1911E+09  0.0000E+00  0.0000E+00  0.5343E+00  0.7027E-06
  853  0.0000E+00  0.0000E+00  0.1706E-01  0.5348E+08  0.5348E+08  0.1912E+09  0.0000E+00  0.0000E+00  0.5348E+00  0.6994E-06
  854  0.0000E+00  0.0000E+00  0.1708E-01  0.5351E+08  0.5351E+08  0.1913E+09  0.0000E+00  0.0000E+00  0.5353E+00  0.6978E-06
  855  0.0000E+00  0.0000E+00  0.1710E-01  0.5353E+08  0.5353E+08  0.1913E+09  0.0000E+00  0.0000E+00  0.5357E+00  0.6948E-06
  856  0.0000E+00  0.0000E+00  0.1712E-01  0.5356E+08  0.5356E+08  0.1914E+09  0.0000E+00  0.0000E+00  0.5362E+00  0.6929E-06
  857  0.0000E+00  0.0000E+00  0.1714E-01  0.5358E+08  0.5358E+08  0.1915E+09  0.0000E+00  0.0000E+00  0.5366E+00  0.6908E-06
  858  0.0000E+00  0.0000E+00  0.1716E-01  0.5361E+08  0.5361E+08  0.1916E+09  0.0000E+00  0.0000E+00  0.5371E+00  0.6889E-06
  859  0.0000E+00  0.0000E+00  0.1718E-01  0.5363E+08  0.5363E+08  0.1917E+09  0.0000E+00  0.0000E+00  0.5376E+00  0.6866E-06
  860  0.0000E+00  0.0000E+00  0.1720E-01  0.5366E+08  0.5366E+08  0.1918E+09  0.0000E+00  0.0000E+00  0.5380E+00  0.6841E-06
  861  0.0000E+00  0.0000E+00  0.1722E-01  0.5368E+08  0.5368E+08  0.1918E+09  0.0000E+00  0.0000E+00  0.5385E+00  0.6820E-06
  862  0.0000E+00  0.0000E+00  0.1724E-01  0.5371E+08  0.5371E+08  0.1919E+09  0.0000E+00  0.0000E+00  0.5390E+00  0.6799E-06
  863  0.0000E+00  0.0000E+00  0.1726E-01  0.5373E+08  0.5373E+08  0.1920E+09  0.0000E+00  0.0000E+00  0.5394E+00  0.6773E-06
  864  0.0000E+00  0.0000E+00  0.1728E-01  0.5376E+08  0.5376E+08  0.1921E+09  0.0000E+00  0.0000E+00  0.5399E+00  0.6757E-06
  865  0.0000E+00  0.0000E+00  0.1730E-01  0.5378E+08  0.5378E+08  0.1922E+09  0.0000E+00  0.0000E+00  0.5403E+00  0.6736E-06
  866  0.0000E+00  0.0000E+00  0.1732E-01  0.5381E+08  0.5381E+08  0.1922E+09  0.0000E+00  0.0000E+00  0.5408E+00  0.6710E-06
  867  0.0000E+00  0.0000E+00  0.1734E-01  0.5383E+08  0.5383E+08  0.1923E+09  0.0000E+00  0.0000E+00  0.5413E+00  0.6687E-06
  868  0.0000E+00  0.0000E+00  0.1736E-01  0.5386E+08  0.5386E+08  0.1924E+09  0.0000E+00  0.0000E+00  0.5417E+00  0.6671E-06
  869  0.0000E+00  0.0000E+00  0.1738E-01  0.5388E+08  0.5388E+08  0.1925E+09  0.0000E+00  0.0000E+00  0.5422E+00  0.6650E-06
  870  0.0000E+00  0.0000E+00  0.1740E-01  0.5391E+08  0.5391E+08  0.1926E+09  0.0000E+00  0.0000E+00  0.5426E+00  0.6626E-06
  871  0.0000E+00  0.0000E+00  0.1742E-01  0.5393E+08  0.5393E+08  0.1927E+09  0.0000E+00  0.0000E+00  0.5431E+00  0.6603E-06
  872  0.0000E+00  0.0000E+00  0.1744E-01  0.5395E+08  0.5395E+08  0.1927E+09  0.0000E+00  0.0000E+00  0.5436E+00  0.6582E-06
  873  0.0000E+00  0.0000E+00  0.1746E-01  0.5398E+08  0.5398E+08  0.1928E+09  0.0000E+00  0.0000E+00  0.5440E+00  0.6566E-06
  874  0.0000E+00  0.0000E+00  0.1748E-01  0.5400E+08  0.5400E+08  0.1929E+09  0.0000E+00  0.0000E+00  0.5445E+00  0.6543E-06
  875  0.0000E+00  0.0000E+00  0.1750E-01  0.5403E+08  0.5403E+08  0.1930E+09  0.0000E+00  0.0000E+00  0.5450E+00  0.6524E-06
  876  0.0000E+00  0.0000E+00  0.1752E-01  0.5405E+08  0.5405E+08  0.1931E+09  0.0000E+00  0.0000E+00  0.5454E+00  0.6498E-06
  877  0.0000E+00  0.0000E+00  0.1754E-01  0.5408E+08  0.5408E+08  0.1931E+09  0.0000E+00  0.0000E+00  0.5459E+00  0.6484E-06
  878  0.0000E+00  0.0000E+00  0.1756E-01  0.5410E+08  0.5410E+08  0.1932E+09  0.0000E+00  0.0000E+00  0.5463E+00  0.6454E-06
  879  0.0000E+00  0.0000E+00  0.1758E-01  0.5413E+08  0.5413E+08  0.1933E+09  0.0000E+00  0.0000E+00  0.5468E+00  0.6442E-06
  880  0.0000E+00  0.0000E+00  0.1760E-01  0.5415E+08  0.5415E+08  0.1934E+09  0.0000E+00  0.0000E+00  0.5473E+00  0.6414E-06
  881  0.0000E+00  0.0000E+00  0.1762E-01  0.5418E+08  0.5418E+08  0.1935E+09  0.0000E+00  0.0000E+00  0.5477E+00  0.6396E-06
  882  0.0000E+00  0.0000E+00  0.1764E-01  0.5420E+08  0.5420E+08  0.1936E+09  0.0000E+00  0.0000E+00  0.5482E+00  0.6382E-06
  883  0.0000E+00  0.0000E+00  0.1766E-01  0.5423E+08  0.5423E+08  0.1936E+09  0.0000E+00  0.0000E+00  0.5486E+00  0.6354E-06
  884  0.0000E+00  0.0000E+00  0.1768E-01  0.5425E+08  0.5425E+08  0.1937E+09  0.0000E+00  0.0000E+00  0.5491E+00  0.6335E-06
  885  0.0000E+00  0.0000E+00  0.1770E-01  0.5427E+08  0.5427E+08  0.1938E+09  0.0000E+00  0.0000E+00  0.5495E+00  0.6312E-06
  886  0.0000E+00  0.0000E+00  0.1772E-01  0.5430E+08  0.5430E+08  0.1939E+09  0.0000E+00  0.0000E+00  0.5500E+00  0.6300E-06
  887  0.0000E+00  0.0000E+00  0.1774E-01  0.5432E+08  0.5432E+08  0.1940E+09  0.0000E+00  0.0000E+00  0.5505E+00  0.6275E-06
  888  0.0000E+00  0.0000E+00  0.1776E-01  0.5435E+08  0.5435E+08  0.1940E+09  0.0000E+00  0.0000E+00  0.5509E+00  0.6254E-06
  889  0.0000E+00  0.0000E+00  0.1778E-01  0.5437E+08  0.5437E+08  0.1941E+09  0.0000E+00  0.0000E+00  0.5514E+00  0.6242E-06
  890  0.0000E+00  0.0000E+00  0.1780E-01  0.5440E+08  0.5440E+08  0.1942E+09  0.0000E+00  0.0000E+00  0.5518E+00  0.6228E-06
  891  0.0000E+00  0.0000E+00  0.1782E-01  0.5442E+08  0.5442E+08  0.1943E+09  0.0000E+00  0.0000E+00  0.5523E+00  0.6200E-06
  892  0.0000E+00  0.0000E+00  0.1784E-01  0.5445E+08  0.5445E+08  0.1944E+09  0.0000E+00  0.0000E+00  0.5527E+00  0.6179E-06
  893  0.0000E+00  0.0000E+00  0.1786E-01  0.5447E+08  0.5447E+08  0.1944E+09  0.0000E+00  0.0000E+00  0.5532E+00  0.6158E-06
  894  0.0000E+00  0.0000E+00  0.1788E-01  0.5449E+08  0.5449E+08  0.1945E+09  0.0000E+00  0.0000E+00  0.5537E+00  0.6149E-06
  895  0.0000E+00  0.0000E+00  0.1790E-01  0.5452E+08  0.5452E+08  0.1946E+09  0.0000E+00  0.0000E+00  0.5541E+00  0.6123E-06
  896  0.0000E+00  0.0000E+00  0.1792E-01  0.5454E+08  0.5454E+08  0.1947E+09  0.0000E+00  0.0000E+00  0.5546E+00  0.6102E-06
  897  0.0000E+00  0.0000E+00  0.1794E-01  0.5457E+08  0.5457E+08  0.1948E+09  0.0000E+00  0.0000E+00  0.5550E+00  0.6091E-06
  898  0.0000E+00  0.0000E+00  0.1796E-01  0.5459E+08  0.5459E+08  0.1948E+09  0.0000E+00  0.0000E+00  0.5555E+00  0.6068E-06
  899  0.0000E+00  0.0000E+00  0.1798E-01  0.5462E+08  0.5462E+08  0.1949E+09  0.0000E+00  0.0000E+00  0.5559E+00  0.6044E-06
  900  0.0000E+00  0.0000E+00  0.1800E-01  0.5464E+08  0.5464E+08  0.1950E+09  0.0000E+00  0.0000E+00  0.5564E+00  0.6026E-06
  901  0.0000E+00  0.0000E+00  0.1802E-01  0.5466E+08  0.5466E+08  0.1951E+09  0.0000E+00  0.0000E+00  0.5569E+00  0.6009E-06
  902  0.0000E+00  0.0000E+00  0.1804E-01  0.5469E+08  0.5469E+08  0.1952E+09  0.0000E+00  0.0000E+00  0.5573E+00  0.5991E-06
  903  0.0000E+00  0.0000E+00  0.1806E-01  0.5471E+08  0.5471E+08  0.1952E+09  0.0000E+00  0.0000E+00  0.5578E+00  0.5977E-06
  904  0.0000E+00  0.0000E+00  0.1808E-01  0.5474E+08  0.5474E+08  0.1953E+09  0.0000E+00  0.0000E+00  0.5582E+00  0.5951E-06
  905  0.0000E+00  0.0000E+00  0.1810E-01  0.5476E+08  0.5476E+08  0.1954E+09  0.0000E+00  0.0000E+00  0.5587E+00  0.5937E-06
  906  0.0000E+00  0.0000E+00  0.1812E-01  0.5478E+08  0.5478E+08  0.1955E+09  0.0000E+00  0.0000E+00  0.5591E+00  0.5919E-06
  907  0.0000E+00  0.0000E+00  0.1814E-01  0.5481E+08  0.5481E+08  0.1956E+09  0.0000E+00  0.0000E+00  0.5596E+00  0.5902E-06
  908  0.0000E+00  0.0000E+00  0.1816E-01  0.5483E+08  0.5483E+08  0.1956E+09  0.0000E+00  0.0000E+00  0.5600E+00  0.5879E-06
  909  0.0000E+00  0.0000E+00  0.1818E-01  0.5486E+08  0.5486E+08  0.1957E+09  0.0000E+00  0.0000E+00  0.5605E+00  0.5860E-06
  910  0.0000E+00  0.0000E+00  0.1820E-01  0.5488E+08  0.5488E+08  0.1958E+09  0.0000E+00  0.0000E+00  0.5609E+00  0.5846E-06
  911  0.0000E+00  0.0000E+00  0.1822E-01  0.5490E+08  0.5490E+08  0.1959E+09  0.0000E+00  0.0000E+00  0.5614E+00  0.5830E-06
  912  0.0000E+00  0.0000E+00  0.1824E-01  0.5493E+08  0.5493E+08  0.1960E+09  0.0000E+00  0.0000E+00  0.5619E+00  0.5814E-06
  913  0.0000E+00  0.0000E+00  0.1826E-01  0.5495E+08  0.5495E+08  0.1960E+09  0.0000E+00  0.0000E+00  0.5623E+00  0.5793E-06
  914  0.0000E+00  0.0000E+00  0.1828E-01  0.5498E+08  0.5498E+08  0.1961E+09  0.0000E+00  0.0000E+00  0.5628E+00  0.5777E-06
  915  0.0000E+00  0.0000E+00  0.1830E-01  0.5500E+08  0.5500E+08  0.1962E+09  0.0000E+00  0.0000E+00  0.5632E+00  0.5756E-06
  916  0.0000E+00  0.0000E+00  0.1832E-01  0.5502E+08  0.5502E+08  0.1963E+09  0.0000E+00  0.0000E+00  0.5637E+00  0.5735E-06
  917  0.0000E+00  0.0000E+00  0.1834E-01  0.5505E+08  0.5505E+08  0.1963E+09  0.0000E+00  0.0000E+00  0.5641E+00  0.5721E-06
  918  0.0000E+00  0.0000E+00  0.1836E-01  0.5507E+08  0.5507E+08  0.1964E+09  0.0000E+00  0.0000E+00  0.5646E+00  0.5704E-06
  919  0.0000E+00  0.0000E+00  0.1838E-01  0.5510E+08  0.5510E+08  0.1965E+09  0.0000E+00  0.0000E+00  0.5650E+00  0.5683E-06
  920  0.0000E+00  0.0000E+00  0.1840E-01  0.5512E+08  0.5512E+08  0.1966E+09  0.0000E+00  0.0000E+00  0.5655E+00  0.5667E-06
  921  0.0000E+00  0.0000E+00  0.1842E-01  0.5514E+08  0.5514E+08  0.1967E+09  0.0000E+00  0.0000E+00  0.5659E+00  0.5651E-06
  922  0.0000E+00  0.0000E+00  0.1844E-01  0.5517E+08  0.5517E+08  0.1967E+09  0.0000E+00  0.0000E+00  0.5664E+00  0.5632E-06
  923  0.0000E+00  0.0000E+00  0.1846E-01  0.5519E+08  0.5519E+08  0.1968E+09  0.0000E+00  0.0000E+00  0.5668E+00  0.5618E-06
  924  0.0000E+00  0.0000E+00  0.1848E-01  0.5522E+08  0.5522E+08  0.1969E+09  0.0000E+00  0.0000E+00  0.5673E+00  0.5604E-06
  925  0.0000E+00  0.0000E+00  0.1850E-01  0.5524E+08  0.5524E+08  0.1970E+09  0.0000E+00  0.0000E+00  0.5677E+00  0.5583E-06
  926  0.0000E+00  0.0000E+00  0.1852E-01  0.5526E+08  0.5526E+08  0.1971E+09  0.0000E+00  0.0000E+00  0.5682E+00  0.5567E-06
  927  0.0000E+00  0.0000E+00  0.1854E-01  0.5529E+08  0.5529E+08  0.1971E+09  0.0000E+00  0.0000E+00  0.5686E+00  0.5551E-06
  928  0.0000E+00  0.0000E+00  0.1856E-01  0.5531E+08  0.5531E+08  0.1972E+09  0.0000E+00  0.0000E+00  0.5691E+00  0.5539E-06
  929  0.0000E+00  0.0000E+00  0.1858E-01  0.5533E+08  0.5533E+08  0.1973E+09  0.0000E+00  0.0000E+00  0.5695E+00  0.5520E-06
  930  0.0000E+00  0.0000E+00  0.1860E-01  0.5536E+08  0.5536E+08  0.1974E+09  0.0000E+00  0.0000E+00  0.5700E+00  0.5502E-06
  931  0.0000E+00  0.0000E+00  0.1862E-01  0.5538E+08  0.5538E+08  0.1974E+09  0.0000E+00  0.0000E+00  0.5704E+00  0.5479E-06
  932  0.0000E+00  0.0000E+00  0.1864E-01  0.5541E+08  0.5541E+08  0.1975E+09  0.0000E+00  0.0000E+00  0.5709E+00  0.5467E-06
  933  0.0000E+00  0.0000E+00  0.1866E-01  0.5543E+08  0.5543E+08  0.1976E+09  0.0000E+00  0.0000E+00  0.5714E+00  0.5451E-06
  934  0.0000E+00  0.0000E+00  0.1868E-01  0.5545E+08  0.5545E+08  0.1977E+09  0.0000E+00  0.0000E+00  0.5718E+00  0.5430E-06
  935  0.0000E+00  0.0000E+00  0.1870E-01  0.5548E+08  0.5548E+08  0.1978E+09  0.0000E+00  0.0000E+00  0.5723E+00  0.5411E-06
  936  0.0000E+00  0.0000E+00  0.1872E-01  0.5550E+08  0.5550E+08  0.1978E+09  0.0000E+00  0.0000E+00  0.5727E+00  0.5399E-06
  937  0.0000E+00  0.0000E+00  0.1874E-01  0.5552E+08  0.5552E+08  0.1979E+09  0.0000E+00  0.0000E+00  0.5732E+00  0.5390E-06
  938  0.0000E+00  0.0000E+00  0.1876E-01  0.5555E+08  0.5555E+08  0.1980E+09  0.0000E+00  0.0000E+00  0.5736E+00  0.5369E-06
  939  0.0000E+00  0.0000E+00  0.1878E-01  0.5557E+08  0.5557E+08  0.1981E+09  0.0000E+00  0.0000E+00  0.5740E+00  0.5355E-06
  940  0.0000E+00  0.0000E+00  0.1880E-01  0.5559E+08  0.5559E+08  0.1981E+09  0.0000E+00  0.0000E+00  0.5745E+00  0.5336E-06
  941  0.0000E+00  0.0000E+00  0.1882E-01  0.5562E+08  0.5562E+08  0.1982E+09  0.0000E+00  0.0000E+00  0.5749E+00  0.5320E-06
  942  0.0000E+00  0.0000E+00  0.1884E-01  0.5564E+08  0.5564E+08  0.1983E+09  0.0000E+00  0.0000E+00  0.5754E+00  0.5306E-06
  943  0.0000E+00  0.0000E+00  0.1886E-01  0.5567E+08  0.5567E+08  0.1984E+09  0.0000E+00  0.0000E+00  0.5758E+00  0.5290E-06
  944  0.0000E+00  0.0000E+00  0.1888E-01  0.5569E+08  0.5569E+08  0.1985E+09  0.0000E+00  0.0000E+00  0.5763E+00  0.5276E-06
  945  0.0000E+00  0.0000E+00  0.1890E-01  0.5571E+08  0.5571E+08  0.1985E+09  0.0000E+00  0.0000E+00  0.5767E+00  0.5257E-06
  946  0.0000E+00  0.0000E+00  0.1892E-01  0.5574E+08  0.5574E+08  0.1986E+09  0.0000E+00  0.0000E+00  0.5772E+00  0.5241E-06
  947  0.0000E+00  0.0000E+00  0.1894E-01  0.5576E+08  0.5576E+08  0.1987E+09  0.0000E+00  0.0000E+00  0.5776E+00  0.5225E-06
  948  0.0000E+00  0.0000E+00  0.1896E-01  0.5578E+08  0.5578E+08  0.1988E+09  0.0000E+00  0.0000E+00  0.5781E+00  0.5211E-06
  949  0.0000E+00  0.0000E+00  0.1898E-01  0.5581E+08  0.5581E+08  0.1988E+09  0.0000E+00  0.0000E+00  0.5785E+00  0.5199E-06
  950  0.0000E+00  0.0000E+00  0.1900E-01  0.5583E+08  0.5583E+08  0.1989E+09  0.0000E+00  0.0000E+00  0.5790E+00  0.5178E-06
  951  0.0000E+00  0.0000E+00  0.1902E-01  0.5585E+08  0.5585E+08  0.1990E+09  0.0000E+00  0.0000E+00  0.5794E+00  0.5169E-06
  952  0.0000E+00  0.0000E+00  0.1904E-01  0.5588E+08  0.5588E+08  0.1991E+09  0.0000E+00  0.0000E+00  0.5799E+00  0.5148E-06
  953  0.0000E+00  0.0000E+00  0.1906E-01  0.5590E+08  0.5590E+08  0.1992E+09  0.0000E+00  0.0000E+00  0.5803E+00  0.5139E-06
  954  0.0000E+00  0.0000E+00  0.1908E-01  0.5592E+08  0.5592E+08  0.1992E+09  0.0000E+00  0.0000E+00  0.5808E+00  0.5122E-06
  955  0.0000E+00  0.0000E+00  0.1910E-01  0.5595E+08  0.5595E+08  0.1993E+09  0.0000E+00  0.0000E+00  0.5812E+00  0.5106E-06
  956  0.0000E+00  0.0000E+00  0.1912E-01  0.5597E+08  0.5597E+08  0.1994E+09  0.0000E+00  0.0000E+00  0.5817E+00  0.5092E-06
  957  0.0000E+00  0.0000E+00  0.1914E-01  0.5599E+08  0.5599E+08  0.1995E+09  0.0000E+00  0.0000E+00  0.5821E+00  0.5078E-06
  958  0.0000E+00  0.0000E+00  0.1916E-01  0.5602E+08  0.5602E+08  0.1995E+09  0.0000E+00  0.0000E+00  0.5826E+00  0.5057E-06
  959  0.0000E+00  0.0000E+00  0.1918E-01  0.5604E+08  0.5604E+08  0.1996E+09  0.0000E+00  0.0000E+00  0.5830E+00  0.5043E-06
  960  0.0000E+00  0.0000E+00  0.1920E-01  0.5606E+08  0.5606E+08  0.1997E+09  0.0000E+00  0.0000E+00  0.5835E+00  0.5031E-06
  961  0.0000E+00  0.0000E+00  0.1922E-01  0.5609E+08  0.5609E+08  0.1998E+09  0.0000E+00  0.0000E+00  0.5839E+00  0.5018E-06
  962  0.0000E+00  0.0000E+00  0.1924E-01  0.5611E+08  0.5611E+08  0.1998E+09  0.0000E+00  0.0000E+00  0.5843E+00  0.5004E-06
  963  0.0000E+00  0.0000E+00  0.1926E-01  0.5613E+08  0.5613E+08  0.1999E+09  0.0000E+00  0.0000E+00  0.5848E+00  0.4990E-06
  964  0.0000E+00  0.0000E+00  0.1928E-01  0.5616E+08  0.5616E+08  0.2000E+09  0.0000E+00  0.0000E+00  0.5852E+00  0.4969E-06
  965  0.0000E+00  0.0000E+00  0.1930E-01  0.5618E+08  0.5618E+08  0.2001E+09  0.0000E+00  0.0000E+00  0.5857E+00  0.4955E-06
  966  0.0000E+00  0.0000E+00  0.1932E-01  0.5620E+08  0.5620E+08  0.2001E+09  0.0000E+00  0.0000E+00  0.5861E+00  0.4941E-06
  967  0.0000E+00  0.0000E+00  0.1934E-01  0.5622E+08  0.5622E+08  0.2002E+09  0.0000E+00  0.0000E+00  0.5866E+00  0.4927E-06
  968  0.0000E+00  0.0000E+00  0.1936E-01  0.5625E+08  0.5625E+08  0.2003E+09  0.0000E+00  0.0000E+00  0.5870E+00  0.4913E-06
  969  0.0000E+00  0.0000E+00  0.1938E-01  0.5627E+08  0.5627E+08  0.2004E+09  0.0000E+00  0.0000E+00  0.5875E+00  0.4903E-06
  970  0.0000E+00  0.0000E+00  0.1940E-01  0.5629E+08  0.5629E+08  0.2004E+09  0.0000E+00  0.0000E+00  0.5879E+00  0.4885E-06
  971  0.0000E+00  0.0000E+00  0.1942E-01  0.5632E+08  0.5632E+08  0.2005E+09  0.0000E+00  0.0000E+00  0.5884E+00  0.4873E-06
  972  0.0000E+00  0.0000E+00  0.1944E-01  0.5634E+08  0.5634E+08  0.2006E+09  0.0000E+00  0.0000E+00  0.5888E+00  0.4852E-06
  973  0.0000E+00  0.0000E+00  0.1946E-01  0.5636E+08  0.5636E+08  0.2007E+09  0.0000E+00  0.0000E+00  0.5892E+00  0.4841E-06
  974  0.0000E+00  0.0000E+00  0.1948E-01  0.5639E+08  0.5639E+08  0.2008E+09  0.0000E+00  0.0000E+00  0.5897E+00  0.4829E-06
  975  0.0000E+00  0.0000E+00  0.1950E-01  0.5641E+08  0.5641E+08  0.2008E+09  0.0000E+00  0.0000E+00  0.5901E+00  0.4815E-06
  976  0.0000E+00  0.0000E+00  0.1952E-01  0.5643E+08  0.5643E+08  0.2009E+09  0.0000E+00  0.0000E+00  0.5906E+00  0.4801E-06
  977  0.0000E+00  0.0000E+00  0.1954E-01  0.5646E+08  0.5646E+08  0.2010E+09  0.0000E+00  0.0000E+00  0.5910E+00  0.4789E-06
  978  0.0000E+00  0.0000E+00  0.1956E-01  0.5648E+08  0.5648E+08  0.2011E+09  0.0000E+00  0.0000E+00  0.5915E+00  0.4775E-06
  979  0.0000E+00  0.0000E+00  0.1958E-01  0.5650E+08  0.5650E+08  0.2011E+09  0.0000E+00  0.0000E+00  0.5919E+00  0.4761E-06
  980  0.0000E+00  0.0000E+00  0.1960E-01  0.5652E+08  0.5652E+08  0.2012E+09  0.0000E+00  0.0000E+00  0.5923E+00  0.4743E-06
  981  0.0000E+00  0.0000E+00  0.1962E-01  0.5655E+08  0.5655E+08  0.2013E+09  0.0000E+00  0.0000E+00  0.5928E+00  0.4729E-06
  982  0.0000E+00  0.0000E+00  0.1964E-01  0.5657E+08  0.5657E+08  0.2014E+09  0.0000E+00  0.0000E+00  0.5932E+00  0.4724E-06
  983  0.0000E+00  0.0000E+00  0.1966E-01  0.5659E+08  0.5659E+08  0.2014E+09  0.0000E+00  0.0000E+00  0.5937E+00  0.4706E-06
  984  0.0000E+00  0.0000E+00  0.1968E-01  0.5662E+08  0.5662E+08  0.2015E+09  0.0000E+00  0.0000E+00  0.5941E+00  0.4689E-06
  985  0.0000E+00  0.0000E+00  0.1970E-01  0.5664E+08  0.5664E+08  0.2016E+09  0.0000E+00  0.0000E+00  0.5946E+00  0.4675E-06
  986  0.0000E+00  0.0000E+00  0.1972E-01  0.5666E+08  0.5666E+08  0.2017E+09  0.0000E+00  0.0000E+00  0.5950E+00  0.4664E-06
  987  0.0000E+00  0.0000E+00  0.1974E-01  0.5668E+08  0.5668E+08  0.2017E+09  0.0000E+00  0.0000E+00  0.5954E+00  0.4647E-06
  988  0.0000E+00  0.0000E+00  0.1976E-01  0.5671E+08  0.5671E+08  0.2018E+09  0.0000E+00  0.0000E+00  0.5959E+00  0.4633E-06
  989  0.0000E+00  0.0000E+00  0.1978E-01  0.5673E+08  0.5673E+08  0.2019E+09  0.0000E+00  0.0000E+00  0.5963E+00  0.4624E-06
  990  0.0000E+00  0.0000E+00  0.1980E-01  0.5675E+08  0.5675E+08  0.2020E+09  0.0000E+00  0.0000E+00  0.5968E+00  0.4610E-06
